dates,satname,sar1363-0000,sar1363-0001,sar1363-0002,sar1363-0003,sar1363-0004,sar1363-0005,sar1363-0006
1984-04-13 09:27:31+00:00,L5,189.80,208.25,203.21,185.42,193.90,192.37,195.82
1984-07-18 09:29:10+00:00,L5,194.01,208.62,208.86,192.67,194.31,214.45,197.23
1984-08-19 09:30:15+00:00,L5,191.76,212.05,205.41,188.09,192.21,215.23,199.76
1984-09-20 09:30:28+00:00,L5,174.71,182.59,187.37,191.54,174.56,188.27,160.82
1984-10-22 09:30:24+00:00,L5,186.94,203.41,204.60,187.95,194.03,209.62,198.50
1984-11-07 09:30:17+00:00,L5,189.68,201.17,206.21,191.70,195.22,191.94,194.90
1984-12-09 09:30:22+00:00,L5,173.73,185.02,194.62,176.87,190.72,205.28,200.25
1985-03-31 09:30:43+00:00,L5,189.23,205.92,202.69,181.91,192.41,214.37,197.37
1985-05-02 09:30:31+00:00,L5,181.68,201.63,196.47,177.27,186.94,189.88,193.69
1985-06-03 09:30:28+00:00,L5,193.74,210.03,207.56,189.45,198.89,218.56,195.79
1985-06-19 09:30:26+00:00,L5,182.65,195.20,194.65,179.11,188.62,189.81,187.94
1985-07-05 09:30:21+00:00,L5,190.44,210.01,204.92,190.04,200.72,219.92,195.68
1985-08-06 09:30:06+00:00,L5,174.87,185.93,188.04,168.01,177.56,198.44,187.36
1985-08-22 09:29:56+00:00,L5,194.63,204.34,200.84,185.70,192.80,215.22,194.72
1985-09-23 09:29:32+00:00,L5,190.45,208.17,202.74,187.46,192.37,215.15,207.21
1985-10-09 09:29:23+00:00,L5,186.01,207.56,199.86,186.00,193.11,191.74,195.12
1985-11-10 09:28:57+00:00,L5,185.01,201.12,203.93,188.08,194.61,191.61,195.49
1986-01-13 09:27:46+00:00,L5,179.60,192.70,204.57,189.82,193.73,199.67,190.03
1986-03-18 09:26:22+00:00,L5,181.39,206.98,201.05,188.99,196.49,214.60,204.07
1986-05-05 09:25:17+00:00,L5,189.43,202.28,206.21,190.65,196.09,215.81,195.33
1986-05-21 09:24:51+00:00,L5,191.27,205.23,204.47,189.92,197.42,214.22,196.72
1986-07-08 09:23:21+00:00,L5,191.43,205.34,203.12,190.28,203.50,205.95,197.50
1986-08-09 09:22:13+00:00,L5,189.95,201.26,203.49,188.24,194.58,193.34,194.36
1986-08-25 09:21:37+00:00,L5,191.88,206.42,200.20,190.38,194.47,215.17,196.91
1986-09-10 09:21:03+00:00,L5,188.47,197.21,201.10,183.37,192.54,201.48,192.80
1986-12-31 09:19:38+00:00,L5,173.41,189.32,200.42,181.59,192.52,199.31,190.65
1987-02-01 09:20:35+00:00,L5,177.62,185.45,194.52,179.69,192.74,178.82,190.81
1987-04-06 09:23:00+00:00,L5,196.54,209.38,209.67,194.39,201.51,218.19,207.85
1987-06-25 09:25:08+00:00,L5,191.89,211.04,204.40,189.39,196.52,216.40,207.27
1987-07-27 09:25:49+00:00,L5,197.48,208.84,210.16,192.63,200.45,202.11,196.79
1987-08-28 09:26:45+00:00,L5,189.09,199.42,200.13,183.87,192.59,192.00,195.82
1987-09-13 09:27:09+00:00,L5,191.43,205.68,205.01,187.56,194.25,216.00,202.25
1987-10-31 09:28:04+00:00,L5,189.62,202.02,206.00,186.22,194.10,192.12,198.14
1987-11-16 09:28:26+00:00,L5,184.87,194.78,200.76,184.99,193.50,202.76,195.23
1987-12-02 09:28:42+00:00,L5,178.52,191.67,198.32,181.69,185.74,201.34,191.77
1988-01-19 09:29:29+00:00,L5,153.13,170.70,179.68,164.61,176.52,186.47,158.09
1988-02-20 09:30:02+00:00,L5,170.95,192.02,193.52,182.13,187.02,178.06,189.26
1988-04-24 09:30:31+00:00,L5,173.94,202.19,194.71,186.87,195.86,214.71,209.77
1988-05-26 09:30:48+00:00,L5,189.85,209.37,203.80,188.67,198.37,220.96,207.58
1988-06-11 09:30:53+00:00,L5,171.62,189.42,188.69,180.55,188.28,,
1988-06-27 09:30:59+00:00,L5,196.16,209.26,204.34,189.78,194.15,197.15,198.64
1988-07-13 09:31:03+00:00,L5,190.92,204.76,197.67,178.95,192.50,191.90,195.67
1988-07-29 09:31:06+00:00,L5,185.99,196.74,196.75,186.04,192.69,192.26,194.55
1988-11-18 09:30:56+00:00,L5,177.57,200.73,194.71,176.06,188.40,176.56,190.43
1989-01-05 09:30:40+00:00,L5,172.93,188.16,203.92,183.41,193.04,201.47,197.26
1989-03-26 09:29:17+00:00,L5,191.09,211.36,211.99,191.41,196.56,219.53,207.05
1989-06-14 09:28:10+00:00,L5,193.78,215.37,208.72,193.19,199.89,210.92,195.97
1989-06-30 09:28:02+00:00,L5,181.48,198.74,190.23,174.47,184.98,188.70,193.68
1989-07-16 09:27:43+00:00,L5,189.24,207.40,200.51,185.99,193.23,190.92,194.75
1989-08-01 09:27:23+00:00,L5,187.02,196.88,194.77,186.42,190.26,199.92,189.83
1989-09-18 09:26:08+00:00,L5,201.17,214.86,215.52,205.48,208.13,211.11,209.26
1989-10-04 09:26:00+00:00,L5,180.32,193.66,192.47,181.31,184.08,175.37,175.88
1989-10-20 09:25:15+00:00,L5,198.59,201.65,201.34,183.58,193.43,192.06,195.22
1989-12-23 09:23:34+00:00,L5,173.03,192.66,197.54,181.83,192.36,208.26,193.81
1990-02-09 09:22:02+00:00,L5,176.04,191.70,195.57,182.94,183.38,176.46,181.29
1990-02-25 09:21:33+00:00,L5,184.80,199.95,202.72,186.93,193.04,199.25,193.14
1990-03-29 09:20:28+00:00,L5,153.98,193.33,209.63,187.49,194.55,214.78,197.78
1990-04-14 09:20:34+00:00,L5,154.23,205.26,224.67,174.19,184.60,198.83,188.02
1990-06-01 09:20:32+00:00,L5,191.71,206.00,201.37,192.00,193.88,218.48,207.63
1990-08-04 09:20:20+00:00,L5,188.77,202.51,206.16,185.66,192.62,190.30,195.37
1990-08-20 09:20:18+00:00,L5,190.35,207.16,204.85,193.79,194.28,191.16,194.90
1990-09-05 09:20:10+00:00,L5,189.22,203.76,203.22,185.98,192.59,216.20,198.91
1990-09-21 09:20:06+00:00,L5,181.08,203.09,202.95,178.36,190.63,204.30,191.23
1990-10-07 09:19:54+00:00,L5,177.08,203.58,193.10,178.39,184.76,200.38,188.80
1990-10-23 09:19:53+00:00,L5,170.51,193.79,182.54,185.23,187.43,230.63,191.58
1990-11-08 09:19:51+00:00,L5,181.47,191.37,200.08,182.23,189.00,198.28,192.31
1990-11-24 09:19:43+00:00,L5,184.18,185.11,192.17,175.58,182.63,199.81,194.44
1991-01-11 09:20:27+00:00,L5,183.95,199.48,202.65,188.17,192.76,212.90,205.92
