dates,sar1414-0000,satname
1984-10-22 09:30:00+00:00,146.21,L5
1984-11-07 09:29:53+00:00,160.25,L5
1984-12-09 09:29:58+00:00,166.51,L5
1985-11-10 09:28:33+00:00,181.39,L5
1986-01-13 09:27:22+00:00,183.31,L5
1986-12-31 09:19:14+00:00,173.41,L5
1987-02-17 09:20:59+00:00,175.70,L5
1987-11-16 09:28:03+00:00,175.71,L5
1987-12-02 09:28:18+00:00,175.70,L5
1988-02-20 09:29:38+00:00,177.72,L5
1988-10-17 09:30:31+00:00,177.10,L5
1988-12-04 09:30:29+00:00,174.52,L5
1989-02-06 09:29:59+00:00,171.72,L5
1989-12-23 09:23:10+00:00,179.20,L5
1990-12-10 09:19:16+00:00,173.81,L5
1991-01-11 09:20:03+00:00,174.14,L5
1991-02-12 09:20:42+00:00,173.47,L5
1991-11-11 09:24:09+00:00,171.71,L5
1992-01-14 09:24:13+00:00,178.41,L5
1992-11-29 09:21:04+00:00,177.64,L5
1992-12-15 09:21:16+00:00,175.86,L5
1994-12-21 09:13:24+00:00,159.51,L5
1995-01-22 09:12:15+00:00,164.69,L5
1996-11-08 09:20:26+00:00,175.14,L5
1996-11-15 09:26:56+00:00,193.94,L5
1997-02-12 09:24:53+00:00,188.82,L5
1997-03-16 09:26:11+00:00,204.67,L5
1997-03-23 09:32:37+00:00,216.11,L5
1997-08-14 09:37:35+00:00,257.00,L5
1997-10-01 09:39:00+00:00,248.24,L5
1998-01-30 09:35:46+00:00,253.88,L5
1998-03-03 09:36:21+00:00,250.65,L5
1998-03-19 09:36:37+00:00,254.98,L5
1998-12-16 09:38:53+00:00,235.79,L5
1999-08-21 09:52:49+00:00,247.48,L7
1999-09-22 09:52:53+00:00,249.31,L7
1999-09-30 09:36:28+00:00,247.32,L5
1999-12-11 09:52:53+00:00,228.27,L7
2000-01-12 09:52:47+00:00,216.29,L7
2000-02-13 09:52:41+00:00,209.52,L7
2000-02-29 09:52:35+00:00,197.71,L7
2000-03-08 09:33:21+00:00,204.38,L5
2000-03-16 09:52:31+00:00,210.91,L7
2000-05-19 09:52:01+00:00,206.34,L7
2000-06-04 09:51:49+00:00,212.00,L7
2000-06-20 09:51:46+00:00,222.04,L7
2000-07-06 09:51:32+00:00,224.89,L7
2000-08-07 09:51:02+00:00,233.98,L7
2000-09-24 09:50:24+00:00,248.17,L7
2001-03-03 09:50:17+00:00,243.17,L7
2001-03-11 09:40:03+00:00,243.99,L5
2001-03-19 09:50:10+00:00,248.07,L7
2001-04-04 09:50:00+00:00,254.92,L7
2001-05-06 09:49:59+00:00,254.91,L7
2001-06-07 09:49:35+00:00,254.69,L7
2001-06-23 09:49:22+00:00,254.32,L7
2001-07-09 09:49:19+00:00,254.40,L7
2001-07-25 09:49:12+00:00,254.06,L7
2001-08-10 09:48:54+00:00,254.03,L7
2001-08-26 09:48:43+00:00,254.29,L7
2001-09-11 09:48:31+00:00,255.22,L7
2001-09-19 09:40:01+00:00,254.91,L5
2001-09-27 09:48:22+00:00,254.37,L7
2001-10-13 09:48:08+00:00,246.64,L7
2001-10-29 09:48:14+00:00,240.65,L7
2002-01-17 09:48:45+00:00,227.35,L7
2002-01-25 09:38:54+00:00,219.41,L5
2002-02-02 09:48:47+00:00,214.92,L7
2002-02-26 09:38:15+00:00,201.93,L5
2002-03-22 09:48:45+00:00,193.98,L7
2002-04-23 09:48:42+00:00,196.74,L7
2002-05-25 09:48:37+00:00,207.68,L7
2002-06-10 09:48:30+00:00,212.81,L7
2002-07-28 09:48:12+00:00,228.42,L7
2002-08-13 09:48:07+00:00,239.99,L7
2002-09-30 09:47:41+00:00,248.74,L7
2003-01-20 09:48:26+00:00,246.82,L7
2003-03-25 09:48:35+00:00,244.75,L7
2003-04-26 09:48:42+00:00,251.57,L7
2003-05-12 09:48:41+00:00,255.26,L7
2003-05-28 09:48:39+00:00,256.40,L7
2003-09-25 09:37:36+00:00,257.47,L5
2004-03-27 09:49:14+00:00,239.01,L7
2004-05-14 09:49:08+00:00,246.30,L7
2004-07-17 09:48:55+00:00,246.50,L7
2004-10-21 09:48:40+00:00,241.94,L7
2005-03-14 09:49:39+00:00,236.50,L7
2005-05-01 09:49:32+00:00,249.57,L7
2006-10-11 09:49:21+00:00,243.83,L7
2006-10-27 09:49:38+00:00,212.15,L7
2006-11-04 09:54:18+00:00,200.19,L5
2006-11-28 09:50:01+00:00,192.25,L7
2006-12-30 09:50:10+00:00,187.92,L7
2007-01-07 09:54:46+00:00,186.55,L5
2007-02-24 09:54:57+00:00,187.50,L5
2007-03-04 09:50:27+00:00,197.22,L7
2007-03-20 09:50:29+00:00,203.22,L7
2007-09-12 09:49:46+00:00,250.21,L7
2008-03-14 09:50:00+00:00,249.36,L5
2008-04-07 09:50:05+00:00,251.61,L7
2008-04-23 09:50:03+00:00,252.55,L7
2008-08-29 09:49:00+00:00,251.56,L7
2008-11-01 09:48:54+00:00,216.43,L7
2008-11-09 09:43:04+00:00,201.88,L5
2008-12-03 09:49:19+00:00,196.45,L7
2008-12-19 09:49:29+00:00,204.56,L7
2009-03-25 09:50:11+00:00,204.70,L7
2009-06-13 09:50:23+00:00,244.85,L7
2009-06-29 09:50:20+00:00,251.12,L7
2009-10-03 09:50:04+00:00,226.99,L7
2009-10-19 09:50:10+00:00,214.36,L7
2009-11-04 09:50:25+00:00,205.49,L7
2009-11-12 09:50:17+00:00,199.59,L5
