dates,sar2301-0000,sar2301-0001,sar2301-0002,satname
1985-12-03 09:33:55+00:00,234.30,263.81,225.27,L5
1989-01-28 09:36:07+00:00,227.89,257.97,226.60,L5
1989-11-12 09:30:07+00:00,233.85,255.90,232.65,L5
1989-11-28 09:29:40+00:00,233.00,252.76,233.63,L5
1989-12-30 09:29:08+00:00,217.34,275.84,217.79,L5
1990-09-28 09:25:26+00:00,238.63,295.21,224.27,L5
1991-08-30 09:29:25+00:00,217.34,262.07,212.70,L5
1991-12-04 09:30:12+00:00,216.48,254.57,230.57,L5
1993-03-12 09:27:54+00:00,238.24,264.72,218.78,L5
1993-04-13 09:28:04+00:00,229.39,,234.86,L5
1995-09-10 09:07:55+00:00,229.63,259.72,218.16,L5
1996-01-16 09:09:06+00:00,238.31,253.21,221.64,L5
1996-04-21 09:15:49+00:00,220.30,259.42,221.48,L5
1996-06-08 09:18:34+00:00,232.80,255.47,225.66,L5
1997-03-23 09:32:13+00:00,232.37,258.81,219.82,L5
1997-07-29 09:36:41+00:00,228.60,264.80,219.71,L5
1997-11-18 09:40:14+00:00,232.29,263.94,222.93,L5
1998-02-06 09:42:06+00:00,226.11,254.18,227.40,L5
1998-12-23 09:45:11+00:00,200.52,,,L5
1999-04-30 09:44:26+00:00,232.07,266.96,221.51,L5
1999-08-12 09:59:01+00:00,209.67,264.08,187.62,L7
1999-08-28 09:59:04+00:00,231.63,262.84,219.35,L7
1999-09-13 09:58:59+00:00,232.52,259.70,219.11,L7
1999-09-29 09:59:09+00:00,,271.59,,L7
1999-11-16 09:59:01+00:00,235.33,263.89,233.82,L7
1999-12-02 09:58:56+00:00,215.14,272.96,223.67,L7
1999-12-18 09:58:40+00:00,221.45,268.95,225.73,L7
2000-01-03 09:58:33+00:00,231.30,264.49,228.24,L7
2000-01-11 09:41:07+00:00,247.86,271.11,233.76,L5
2000-01-19 09:58:30+00:00,208.01,268.99,206.46,L7
2000-01-27 09:40:13+00:00,234.82,251.77,223.82,L5
2000-02-04 09:58:30+00:00,215.48,264.50,208.32,L7
2000-03-07 09:58:18+00:00,230.59,261.14,224.59,L7
2000-03-23 09:58:44+00:00,215.09,267.42,223.94,L7
2000-06-27 09:57:49+00:00,220.10,268.87,211.39,L7
2000-07-13 09:57:13+00:00,,285.72,,L7
2000-08-30 09:56:38+00:00,223.18,267.16,217.24,L7
2000-09-15 09:56:19+00:00,242.07,263.29,222.56,L7
2000-09-23 09:44:02+00:00,,273.49,,L5
2000-12-04 09:56:03+00:00,213.68,262.86,220.44,L7
2000-12-20 09:56:09+00:00,220.86,261.99,219.78,L7
2001-02-06 09:56:08+00:00,232.71,266.03,224.49,L7
2001-03-10 09:56:04+00:00,231.18,262.14,221.69,L7
2001-05-13 09:55:39+00:00,238.57,264.87,223.18,L7
2001-05-29 09:55:31+00:00,233.55,263.76,222.43,L7
2001-06-14 09:55:19+00:00,222.18,267.20,210.92,L7
2001-06-30 09:55:05+00:00,229.71,264.43,216.35,L7
2001-08-01 09:54:52+00:00,225.65,259.55,226.21,L7
2001-09-18 09:54:35+00:00,213.29,264.62,196.58,L7
2001-10-04 09:53:59+00:00,225.45,264.67,217.40,L7
2001-12-07 09:54:41+00:00,219.29,266.78,213.43,L7
2002-01-08 09:54:28+00:00,231.91,265.55,222.92,L7
2002-02-09 09:54:38+00:00,207.22,277.67,,L7
2002-03-13 09:55:01+00:00,229.06,265.48,222.29,L7
2002-04-14 09:54:56+00:00,,268.51,,L7
2002-04-30 09:54:34+00:00,210.72,267.34,202.24,L7
2002-05-16 09:54:51+00:00,234.54,263.48,,L7
2002-06-01 09:54:45+00:00,235.86,260.95,221.20,L7
2002-06-17 09:54:38+00:00,235.48,261.30,225.11,L7
2002-07-03 09:54:10+00:00,,268.22,,L7
2002-07-19 09:54:27+00:00,230.21,266.64,191.29,L7
2002-08-04 09:54:19+00:00,226.47,267.14,221.83,L7
2002-08-20 09:54:16+00:00,236.30,262.37,227.43,L7
2002-09-05 09:54:07+00:00,231.16,261.97,220.35,L7
2002-09-21 09:53:30+00:00,231.91,265.68,220.87,L7
2002-10-23 09:53:32+00:00,210.94,270.31,179.73,L7
2002-12-26 09:54:05+00:00,214.45,273.96,207.04,L7
2003-01-27 09:54:14+00:00,214.34,265.39,203.97,L7
2003-02-12 09:54:24+00:00,232.14,262.99,223.33,L7
2003-04-17 09:54:53+00:00,223.40,263.50,217.09,L7
2003-05-19 09:54:48+00:00,231.27,274.46,208.61,L7
2003-10-10 09:53:47+00:00,209.77,,198.79,L7
2003-11-27 09:54:24+00:00,210.78,267.66,200.04,L7
2003-12-13 09:54:30+00:00,230.10,263.94,231.12,L7
2003-12-29 09:54:38+00:00,,289.51,,L7
2004-01-30 09:54:48+00:00,213.31,265.77,212.33,L7
2004-02-23 09:45:06+00:00,218.16,263.31,207.89,L5
2004-04-27 09:46:10+00:00,236.85,263.52,225.53,L5
2004-06-22 09:55:09+00:00,214.96,266.24,219.28,L7
2004-07-24 09:54:39+00:00,,267.13,,L7
2004-08-09 09:54:56+00:00,213.04,293.94,186.82,L7
2005-03-21 09:55:50+00:00,234.19,259.89,225.75,L7
2005-03-29 09:53:12+00:00,223.40,257.85,219.68,L5
2005-04-06 09:55:22+00:00,234.28,259.21,226.20,L7
2005-04-22 09:55:16+00:00,,266.28,,L7
2005-05-08 09:55:21+00:00,,272.54,,L7
2005-10-31 09:55:28+00:00,228.43,263.09,232.17,L7
2005-12-18 09:55:21+00:00,203.62,,169.42,L7
2006-01-19 09:55:39+00:00,207.92,266.48,200.93,L7
2006-02-12 09:56:12+00:00,230.15,254.59,226.72,L5
2006-06-12 09:55:45+00:00,,266.93,223.33,L7
2006-07-14 09:55:56+00:00,229.13,262.25,219.47,L7
2006-07-30 09:55:25+00:00,,267.38,,L7
2006-08-15 09:55:24+00:00,226.69,267.32,217.67,L7
2006-10-10 09:59:49+00:00,230.77,256.80,223.76,L5
2006-11-03 09:55:31+00:00,234.53,264.91,223.59,L7
2006-11-19 09:55:43+00:00,231.51,267.43,217.01,L7
2006-11-27 10:00:16+00:00,233.58,259.61,224.33,L5
2007-01-06 09:56:21+00:00,216.55,272.53,218.32,L7
2007-01-30 10:00:41+00:00,238.27,254.08,223.98,L5
2007-07-01 09:56:22+00:00,222.60,270.29,213.48,L7
2007-07-17 09:56:19+00:00,212.89,270.52,215.50,L7
2007-08-02 09:56:15+00:00,225.99,256.94,216.90,L7
2007-12-24 09:56:28+00:00,,274.65,216.72,L7
2008-02-26 09:55:57+00:00,,264.18,221.71,L7
2008-03-13 09:55:52+00:00,,270.65,,L7
2008-07-19 09:55:28+00:00,210.58,265.62,186.30,L7
2008-08-04 09:54:58+00:00,227.15,267.64,202.74,L7
2009-01-11 09:55:25+00:00,,260.90,,L7
2009-02-28 09:55:46+00:00,234.64,264.15,218.19,L7
2009-04-17 09:56:29+00:00,227.89,267.45,217.54,L7
2009-05-03 09:56:32+00:00,225.37,263.15,220.36,L7
2009-05-19 09:56:34+00:00,233.32,265.59,222.10,L7
2009-10-26 09:56:27+00:00,231.14,264.44,224.63,L7
2009-11-11 09:56:18+00:00,213.96,267.95,195.40,L7
2009-12-05 09:56:39+00:00,,226.82,158.69,L5
2010-04-20 09:57:56+00:00,237.14,265.88,208.14,L7
2010-06-23 09:57:54+00:00,213.24,267.09,203.65,L7
2010-11-06 09:55:32+00:00,228.65,261.47,228.53,L5
2011-01-25 09:55:40+00:00,219.93,262.12,220.35,L5
2011-04-07 09:59:21+00:00,234.51,264.75,225.84,L7
2011-08-13 09:59:32+00:00,230.13,263.58,219.72,L7
2011-08-29 09:59:30+00:00,,266.85,,L7
2011-09-14 09:59:24+00:00,232.09,264.96,220.86,L7
2011-09-30 09:58:59+00:00,222.74,265.32,225.26,L7
2011-11-17 09:59:20+00:00,,264.85,246.81,L7
2011-12-03 09:59:53+00:00,212.85,,216.27,L7
2012-02-21 10:00:16+00:00,209.41,,209.57,L7
2012-04-09 10:00:11+00:00,,264.67,,L7
2012-05-11 10:00:49+00:00,231.43,257.70,241.53,L7
2012-05-27 10:00:40+00:00,232.66,269.44,219.80,L7
2012-08-15 10:01:16+00:00,231.89,262.40,222.05,L7
2012-09-16 10:01:10+00:00,217.96,260.55,219.33,L7
2012-10-02 10:01:21+00:00,211.57,267.80,196.99,L7
2013-01-06 10:02:18+00:00,212.77,,,L7
2013-04-12 10:02:09+00:00,225.07,266.79,197.13,L7
