dates,sar1218-0000,sar1218-0001,sar1218-0002,sar1218-0003,sar1218-0004,sar1218-0005,sar1218-0006,satname
1984-04-29 09:27:29+00:00,166.66,161.07,160.03,168.61,151.76,163.29,163.72,L5
1984-05-06 09:33:51+00:00,181.68,165.47,175.16,168.92,149.91,174.04,174.23,L5
1984-06-07 09:34:42+00:00,173.16,165.22,173.24,174.17,153.84,175.15,169.82,L5
1984-07-18 09:29:10+00:00,182.89,167.86,174.12,173.85,157.33,187.89,181.95,L5
1984-08-26 09:36:33+00:00,,,,177.1,153.78,168.19,166.63,L5
1984-09-04 09:30:25+00:00,166.5,157.86,171.44,172.55,150.82,174.68,174.05,L5
1984-09-11 09:36:38+00:00,180.23,162.08,174.09,174.25,154.27,,,L5
1984-09-27 09:36:39+00:00,184.79,171.44,174.43,173.04,146.97,175.12,170.17,L5
1984-11-07 09:30:17+00:00,174.24,161.15,156.8,168.04,147.36,165.73,154.36,L5
1984-12-09 09:30:22+00:00,185.72,154.55,155.75,169.19,146.46,164.86,149.91,L5
1985-03-31 09:30:43+00:00,178.08,170.28,186.44,179.65,158.17,181.38,179.45,L5
1985-06-03 09:30:28+00:00,170.03,170.31,174.74,174.15,155.02,175.25,177.67,L5
1985-06-26 09:36:35+00:00,179.0,162.0,171.42,170.34,150.31,182.88,180.93,L5
1985-07-05 09:30:21+00:00,169.14,178.06,180.63,179.62,166.22,177.29,177.59,L5
1985-07-28 09:36:22+00:00,176.22,167.14,173.48,175.82,153.57,178.24,182.41,L5
1985-08-22 09:29:56+00:00,186.69,166.71,173.15,171.27,152.54,180.03,181.52,L5
1985-08-29 09:36:02+00:00,184.43,169.4,174.8,169.95,157.86,179.12,178.61,L5
1985-09-23 09:29:32+00:00,176.3,168.41,175.82,178.46,153.32,176.22,174.05,L5
1985-11-10 09:28:57+00:00,186.47,169.98,171.62,175.75,149.91,165.17,156.74,L5
1985-12-03 09:34:43+00:00,187.28,169.97,174.98,174.23,155.85,167.72,150.96,L5
1986-01-04 09:34:08+00:00,187.17,170.19,169.86,174.11,153.07,163.76,147.6,L5
1986-01-13 09:27:46+00:00,191.77,173.56,169.24,181.97,151.81,169.52,151.75,L5
1986-03-18 09:26:22+00:00,176.3,167.75,171.76,182.65,152.19,169.39,165.75,L5
1986-05-12 09:31:17+00:00,188.51,173.02,190.94,178.57,154.43,177.36,180.62,L5
1986-05-21 09:24:51+00:00,174.74,167.26,174.73,174.48,158.86,175.83,174.04,L5
1986-06-29 09:29:50+00:00,176.25,151.68,170.44,167.48,147.71,169.48,170.6,L5
1986-07-08 09:23:21+00:00,174.93,160.3,171.72,168.65,155.84,178.0,176.65,L5
1986-07-15 09:29:17+00:00,173.08,158.13,169.39,169.65,150.64,173.99,173.93,L5
1986-07-24 09:22:47+00:00,166.65,155.11,169.74,166.22,147.1,170.06,174.15,L5
1986-07-31 09:28:43+00:00,178.09,160.42,171.82,169.87,151.33,173.35,169.76,L5
1986-08-09 09:22:13+00:00,174.05,161.11,172.46,170.4,152.85,176.44,174.01,L5
1986-08-25 09:21:37+00:00,187.81,168.48,173.16,176.31,159.7,181.99,179.12,L5
1986-09-01 09:27:32+00:00,182.91,161.79,171.0,166.98,138.73,169.49,170.53,L5
1986-09-10 09:21:03+00:00,174.29,161.94,169.69,171.69,152.04,173.72,170.34,L5
1986-09-17 09:27:01+00:00,183.62,168.33,177.73,179.06,156.09,175.32,168.44,L5
1986-09-26 09:20:33+00:00,184.35,167.48,174.41,175.45,154.82,174.99,167.72,L5
1986-10-28 09:19:29+00:00,183.1,164.65,169.4,171.47,149.84,168.43,159.12,L5
1986-12-22 09:25:33+00:00,184.82,164.16,163.42,175.17,150.86,165.66,149.65,L5
1986-12-31 09:19:38+00:00,190.28,171.3,172.55,180.76,158.63,168.4,151.67,L5
1987-01-07 09:26:01+00:00,184.13,170.8,170.07,175.43,152.56,163.68,147.39,L5
1987-02-01 09:20:35+00:00,186.42,161.47,169.78,175.3,153.63,164.5,152.05,L5
1987-02-08 09:27:03+00:00,,,,,148.44,,152.7,L5
1987-03-28 09:28:52+00:00,185.22,165.74,178.11,174.73,153.2,175.28,174.23,L5
1987-04-06 09:23:00+00:00,188.33,169.89,178.54,179.98,162.93,185.98,181.01,L5
1987-05-08 09:23:59+00:00,173.96,162.51,171.88,170.97,150.74,179.47,184.24,L5
1987-05-15 09:30:21+00:00,179.62,168.49,177.3,175.38,152.18,170.21,165.28,L5
1987-05-24 09:24:24+00:00,183.53,165.72,172.85,173.77,152.23,173.68,173.96,L5
1987-06-16 09:31:07+00:00,168.8,159.0,173.29,171.78,152.18,173.97,168.64,L5
1987-06-25 09:25:08+00:00,177.75,171.79,176.74,178.48,153.95,180.76,180.64,L5
1987-07-02 09:31:27+00:00,175.65,166.75,176.61,173.11,152.91,175.81,171.06,L5
1987-07-11 09:25:27+00:00,170.69,166.46,173.38,172.75,152.65,177.03,180.37,L5
1987-07-18 09:31:44+00:00,186.4,175.31,185.95,192.43,165.14,181.16,181.9,L5
1987-07-27 09:25:49+00:00,177.01,161.01,172.75,165.59,145.66,176.69,178.58,L5
1987-08-03 09:32:13+00:00,183.91,165.85,178.99,176.29,159.53,177.47,174.0,L5
1987-08-19 09:32:41+00:00,173.56,158.01,171.86,174.37,151.1,176.47,169.87,L5
1987-09-04 09:33:07+00:00,188.88,171.41,188.05,179.93,164.34,191.37,180.69,L5
1987-09-13 09:27:09+00:00,185.47,166.5,171.96,172.86,152.36,174.4,173.97,L5
1987-09-20 09:33:30+00:00,179.73,163.6,173.03,177.79,153.59,173.97,165.85,L5
1987-10-31 09:28:04+00:00,175.92,158.07,170.85,176.62,149.26,167.84,159.47,L5
1987-11-07 09:34:26+00:00,169.04,161.84,169.96,172.96,151.69,173.93,161.03,L5
1987-11-16 09:28:26+00:00,189.04,168.95,171.91,173.97,157.07,178.83,159.19,L5
1987-12-02 09:28:42+00:00,187.22,168.29,172.18,174.1,159.72,171.67,153.96,L5
1987-12-25 09:35:13+00:00,191.31,185.02,172.47,194.55,151.55,164.94,143.79,L5
1988-01-10 09:35:29+00:00,193.98,175.24,172.32,183.73,166.45,167.68,146.28,L5
1988-02-11 09:36:05+00:00,193.02,173.36,172.6,177.18,151.84,173.78,158.93,L5
1988-04-15 09:36:38+00:00,182.23,166.35,188.39,179.9,166.01,186.7,183.62,L5
1988-04-24 09:30:31+00:00,182.05,166.66,182.29,177.09,163.79,180.91,180.82,L5
1988-05-01 09:36:45+00:00,181.01,165.65,176.39,170.37,153.54,179.2,182.25,L5
1988-05-17 09:36:55+00:00,190.9,169.65,179.48,176.06,159.21,180.31,181.52,L5
1988-05-26 09:30:48+00:00,174.42,161.44,174.9,169.08,152.18,186.13,184.71,L5
1988-07-04 09:37:12+00:00,169.35,161.56,170.08,169.23,149.99,171.83,163.7,L5
1988-07-13 09:31:03+00:00,170.79,160.36,179.62,170.89,155.13,190.82,189.12,L5
1988-07-29 09:31:06+00:00,162.66,147.38,169.37,168.94,143.81,167.83,174.19,L5
1988-08-05 09:37:16+00:00,170.91,155.12,172.43,168.45,152.25,173.86,174.04,L5
1988-08-14 09:31:04+00:00,184.84,169.62,182.02,175.73,161.51,184.92,181.25,L5
1988-08-21 09:37:17+00:00,189.39,171.21,175.55,174.68,153.79,177.14,174.18,L5
1988-09-22 09:37:13+00:00,181.25,166.71,173.29,176.66,155.23,177.88,174.1,L5
1988-10-01 09:30:58+00:00,171.56,157.48,158.76,168.92,147.74,170.75,166.03,L5
1988-10-24 09:37:05+00:00,190.24,168.77,185.43,182.92,163.49,176.52,159.22,L5
1988-11-18 09:30:56+00:00,170.51,152.5,155.08,150.85,140.27,165.89,159.11,L5
1988-12-11 09:36:57+00:00,183.74,165.7,163.73,173.3,148.88,160.27,144.03,L5
1988-12-27 09:36:51+00:00,191.04,171.57,170.25,182.32,151.12,172.81,149.35,L5
1989-01-05 09:30:40+00:00,182.18,162.87,158.21,175.11,146.03,161.64,139.51,L5
1989-01-12 09:36:44+00:00,184.87,167.43,171.23,175.85,157.34,168.61,148.25,L5
1989-03-01 09:36:18+00:00,,,,,,184.08,,L5
1989-03-17 09:35:40+00:00,180.61,158.47,174.11,168.77,153.21,179.72,166.67,L5
1989-03-26 09:29:17+00:00,188.58,171.99,173.91,177.09,153.29,182.57,180.65,L5
1989-04-02 09:35:35+00:00,185.58,163.93,180.21,176.26,160.21,176.86,172.01,L5
1989-05-20 09:34:56+00:00,181.11,168.73,171.83,177.01,152.39,173.3,168.96,L5
1989-06-14 09:28:10+00:00,187.03,176.11,194.61,185.57,167.41,185.94,182.51,L5
1989-06-21 09:34:19+00:00,174.91,161.9,158.81,169.3,145.16,165.39,164.09,L5
1989-06-30 09:28:02+00:00,168.29,160.92,169.17,167.74,151.78,179.78,179.27,L5
1989-07-16 09:27:43+00:00,165.89,155.74,177.34,169.62,152.27,180.06,184.74,L5
1989-07-23 09:33:45+00:00,167.69,156.93,168.52,167.78,141.37,170.38,168.17,L5
1989-08-01 09:27:23+00:00,175.0,153.49,158.2,154.14,143.21,177.11,179.05,L5
1989-08-24 09:33:03+00:00,185.01,167.07,170.68,173.74,150.41,172.44,161.63,L5
1989-09-09 09:32:39+00:00,172.97,165.72,159.83,165.3,150.48,172.79,165.59,L5
1989-09-25 09:32:16+00:00,171.13,156.59,173.09,171.44,152.47,174.14,169.42,L5
1989-10-04 09:26:00+00:00,189.7,172.21,189.74,171.27,148.38,170.79,165.36,L5
1989-10-11 09:31:53+00:00,184.19,170.14,177.68,170.26,145.42,165.04,160.1,L5
1989-10-27 09:31:15+00:00,181.4,170.86,171.48,183.44,156.68,176.32,163.35,L5
1989-11-05 09:25:00+00:00,179.46,167.58,172.11,173.04,157.76,180.37,165.34,L5
1989-11-12 09:30:54+00:00,187.25,166.42,172.28,178.08,151.21,163.61,156.4,L5
1989-12-07 09:24:00+00:00,174.93,151.5,170.57,175.06,152.12,161.47,144.05,L5
1989-12-23 09:23:34+00:00,174.13,159.92,159.11,155.49,147.37,167.65,151.73,L5
1990-01-15 09:28:57+00:00,180.81,159.5,163.16,171.28,146.77,161.83,146.18,L5
1990-01-31 09:28:30+00:00,179.54,169.68,176.77,175.83,155.45,173.98,161.67,L5
1990-02-09 09:22:02+00:00,178.18,156.82,155.88,151.93,,169.52,159.22,L5
1990-02-25 09:21:33+00:00,190.66,176.36,177.63,178.09,145.92,164.31,159.11,L5
1990-03-04 09:27:26+00:00,172.04,145.75,161.3,178.07,155.51,176.48,170.17,L5
1990-03-29 09:20:28+00:00,186.97,168.74,169.86,178.23,151.5,171.81,163.59,L5
1990-04-14 09:20:34+00:00,170.98,157.26,175.38,169.66,151.56,190.16,183.79,L5
1990-04-21 09:26:46+00:00,174.53,161.3,170.91,171.46,150.38,175.06,169.32,L5
1990-05-07 09:26:43+00:00,174.5,159.33,169.27,170.78,148.61,169.39,159.44,L5
1990-05-23 09:26:44+00:00,163.76,153.98,169.83,168.18,142.08,163.38,159.08,L5
1990-06-01 09:20:32+00:00,165.14,148.9,163.27,153.13,148.97,181.9,182.73,L5
1990-06-08 09:26:43+00:00,173.38,163.73,175.75,165.29,159.27,180.01,175.16,L5
1990-06-24 09:26:42+00:00,195.35,177.03,185.34,180.14,164.23,181.84,184.4,L5
1990-07-03 09:20:30+00:00,186.95,170.11,172.45,177.53,154.39,177.1,173.23,L5
1990-07-10 09:26:40+00:00,179.37,168.94,178.84,175.93,160.18,183.2,181.34,L5
1990-07-19 09:20:25+00:00,188.04,180.43,179.53,182.49,165.19,179.86,179.0,L5
1990-07-26 09:26:36+00:00,176.48,162.61,180.5,167.52,154.55,188.49,182.87,L5
1990-08-04 09:20:20+00:00,181.18,166.81,177.65,173.77,151.35,178.54,176.81,L5
1990-08-11 09:26:31+00:00,172.99,155.05,178.95,153.42,144.4,174.64,176.12,L5
1990-08-20 09:20:18+00:00,184.23,171.91,176.71,177.04,156.69,179.25,181.36,L5
1990-08-27 09:26:25+00:00,193.0,175.24,182.5,173.7,146.2,163.15,150.44,L5
1990-09-05 09:20:10+00:00,167.59,157.6,171.0,175.05,153.08,179.69,178.93,L5
1990-09-28 09:26:14+00:00,191.61,172.65,183.16,173.63,153.16,169.84,168.26,L5
1990-10-07 09:19:54+00:00,170.76,156.81,168.86,154.26,148.72,174.95,175.02,L5
1990-10-14 09:26:08+00:00,187.43,176.3,185.7,183.66,163.8,180.29,173.42,L5
1990-10-23 09:19:53+00:00,159.15,148.22,160.69,164.12,153.37,176.53,161.37,L5
1990-11-15 09:26:01+00:00,180.85,166.59,175.39,177.24,163.14,179.27,159.05,L5
1990-12-26 09:20:01+00:00,187.46,,147.88,171.77,134.36,155.44,136.67,L5
1991-01-02 09:26:25+00:00,191.91,175.39,178.02,181.27,157.56,174.29,157.27,L5
1991-01-11 09:20:27+00:00,187.48,171.19,171.72,175.44,151.46,172.49,151.19,L5
1991-01-18 09:26:53+00:00,181.99,161.48,156.95,168.68,144.82,163.27,151.48,L5
1991-02-28 09:21:24+00:00,168.9,153.73,,,,177.66,,L5
1991-04-01 09:21:58+00:00,186.42,170.79,172.88,177.68,160.69,168.04,161.35,L5
1991-04-08 09:28:18+00:00,189.25,166.65,171.02,177.96,145.95,169.12,165.41,L5
1991-04-24 09:28:34+00:00,178.34,171.27,172.24,173.66,150.15,179.43,174.08,L5
1991-05-19 09:22:50+00:00,182.41,173.61,178.46,177.94,159.13,178.42,173.9,L5
1991-05-26 09:29:10+00:00,172.85,155.55,156.94,166.33,142.53,173.66,174.08,L5
1991-06-11 09:29:20+00:00,168.49,153.16,157.48,145.68,132.1,169.3,173.01,L5
1991-06-20 09:23:18+00:00,179.07,167.41,181.35,173.38,166.58,179.08,181.15,L5
1991-06-27 09:29:37+00:00,199.8,182.83,187.99,193.69,169.18,182.74,182.7,L5
1991-07-06 09:23:34+00:00,186.11,171.94,177.32,180.5,164.37,179.06,176.2,L5
1991-07-13 09:29:45+00:00,184.32,171.98,177.45,174.41,162.8,178.67,173.95,L5
1991-07-22 09:23:46+00:00,166.6,156.94,170.15,168.24,141.13,166.77,174.34,L5
1991-07-29 09:30:00+00:00,183.15,167.83,176.5,169.02,142.1,165.71,166.46,L5
1991-08-07 09:23:52+00:00,196.32,181.46,194.46,193.84,167.77,196.34,189.11,L5
1991-08-14 09:30:03+00:00,188.37,173.09,175.59,177.08,158.51,175.44,168.3,L5
1991-08-23 09:23:58+00:00,169.2,157.0,169.8,169.36,142.42,171.25,165.07,L5
